time,open,high,low,close,tick_volume
2026-06-10 00:25:00,109655.0,109677.0,109644.0,109644.0,300
2026-06-10 00:30:00,109643.0,109667.0,109620.0,109654.0,300
2026-06-10 00:35:00,109652.0,109690.0,109652.0,109690.0,300
2026-06-10 00:40:00,109689.0,109694.0,109657.0,109691.0,300
2026-06-10 00:45:00,109689.0,109730.0,109685.0,109719.0,300
2026-06-10 00:50:00,109721.0,109729.0,109697.0,109709.0,300
2026-06-10 00:55:00,109711.0,109732.0,109690.0,109690.0,300
2026-06-10 01:00:00,109692.0,109714.0,109684.0,109699.0,300
2026-06-10 01:05:00,109698.0,109730.0,109682.0,109730.0,300
2026-06-10 01:10:00,109729.0,109740.0,109707.0,109707.0,300
2026-06-10 01:15:00,109705.0,109714.0,109686.0,109691.0,300
2026-06-10 01:20:00,109692.0,109715.0,109690.0,109706.0,300
2026-06-10 01:25:00,109705.0,109705.0,109666.0,109669.0,300
2026-06-10 01:30:00,109671.0,109682.0,109617.0,109632.0,300
2026-06-10 01:35:00,109633.0,109646.0,109603.0,109609.0,300
2026-06-10 01:40:00,109611.0,109633.0,109597.0,109616.0,300
2026-06-10 01:45:00,109614.0,109629.0,109606.0,109610.0,300
2026-06-10 01:50:00,109612.0,109626.0,109602.0,109624.0,300
2026-06-10 01:55:00,109622.0,109658.0,109622.0,109650.0,300
2026-06-10 02:00:00,109648.0,109697.0,109648.0,109675.0,300
2026-06-10 02:05:00,109677.0,109694.0,109667.0,109672.0,300
2026-06-10 02:10:00,109670.0,109678.0,109646.0,109646.0,300
2026-06-10 02:15:00,109648.0,109665.0,109616.0,109627.0,300
2026-06-10 02:20:00,109626.0,109652.0,109623.0,109631.0,300
2026-06-10 02:25:00,109629.0,109630.0,109558.0,109583.0,300
2026-06-10 02:30:00,109584.0,109625.0,109582.0,109621.0,300
2026-06-10 02:35:00,109623.0,109649.0,109617.0,109644.0,300
2026-06-10 02:40:00,109645.0,109684.0,109635.0,109662.0,300
2026-06-10 02:45:00,109661.0,109669.0,109637.0,109652.0,300
2026-06-10 02:50:00,109651.0,109675.0,109645.0,109650.0,300
2026-06-10 02:55:00,109649.0,109656.0,109635.0,109638.0,300
2026-06-10 03:00:00,109639.0,109666.0,109623.0,109646.0,300
2026-06-10 03:05:00,109647.0,109708.0,109642.0,109702.0,300
2026-06-10 03:10:00,109703.0,109703.0,109663.0,109697.0,300
2026-06-10 03:15:00,109699.0,109715.0,109679.0,109700.0,300
2026-06-10 03:20:00,109701.0,109723.0,109701.0,109705.0,300
2026-06-10 03:25:00,109707.0,109736.0,109696.0,109696.0,300
2026-06-10 03:30:00,109694.0,109706.0,109681.0,109687.0,300
2026-06-10 03:35:00,109688.0,109712.0,109668.0,109707.0,300
2026-06-10 03:40:00,109705.0,109715.0,109689.0,109703.0,300
2026-06-10 03:45:00,109701.0,109725.0,109690.0,109704.0,300
2026-06-10 03:50:00,109705.0,109752.0,109692.0,109749.0,299
2026-06-10 03:55:00,109748.0,109780.0,109730.0,109772.0,301
2026-06-10 04:00:00,109770.0,109779.0,109738.0,109743.0,299
2026-06-10 04:05:00,109744.0,109759.0,109730.0,109753.0,301
2026-06-10 04:10:00,109751.0,109753.0,109706.0,109714.0,299
2026-06-10 04:15:00,109713.0,109722.0,109697.0,109720.0,301
2026-06-10 04:20:00,109719.0,109796.0,109714.0,109791.0,299
2026-06-10 04:25:00,109793.0,109815.0,109771.0,109773.0,300
2026-06-10 04:30:00,109774.0,109797.0,109747.0,109758.0,300
2026-06-10 04:35:00,109756.0,109811.0,109754.0,109800.0,300
2026-06-10 04:40:00,109802.0,109841.0,109791.0,109841.0,300
2026-06-10 04:45:00,109840.0,109905.0,109831.0,109905.0,300
2026-06-10 04:50:00,109903.0,109904.0,109872.0,109875.0,300
2026-06-10 04:55:00,109874.0,109878.0,109836.0,109836.0,300
2026-06-10 05:00:00,109834.0,109850.0,109808.0,109822.0,300
2026-06-10 05:05:00,109823.0,109854.0,109816.0,109840.0,300
2026-06-10 05:10:00,109841.0,109851.0,109822.0,109836.0,300
2026-06-10 05:15:00,109835.0,109865.0,109835.0,109856.0,300
2026-06-10 05:20:00,109855.0,109862.0,109836.0,109841.0,300
2026-06-10 05:25:00,109840.0,109861.0,109825.0,109860.0,300
2026-06-10 05:30:00,109859.0,109870.0,109837.0,109870.0,300
2026-06-10 05:35:00,109869.0,109893.0,109856.0,109893.0,300
2026-06-10 05:40:00,109894.0,109910.0,109876.0,109894.0,300
2026-06-10 05:45:00,109893.0,109902.0,109864.0,109865.0,300
2026-06-10 05:50:00,109864.0,109868.0,109814.0,109825.0,300
2026-06-10 05:55:00,109826.0,109829.0,109809.0,109819.0,300
2026-06-10 06:00:00,109821.0,109842.0,109806.0,109839.0,300
2026-06-10 06:05:00,109838.0,109889.0,109833.0,109886.0,300
2026-06-10 06:10:00,109888.0,109938.0,109876.0,109934.0,300
2026-06-10 06:15:00,109932.0,109957.0,109922.0,109939.0,300
2026-06-10 06:20:00,109937.0,109946.0,109917.0,109936.0,300
2026-06-10 06:25:00,109938.0,109986.0,109937.0,109968.0,300
2026-06-10 06:30:00,109966.0,109971.0,109938.0,109944.0,300
2026-06-10 06:35:00,109945.0,109972.0,109945.0,109952.0,300
2026-06-10 06:40:00,109950.0,109951.0,109887.0,109889.0,300
